member_id,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,addr_state,last_pymnt_d,last_pymnt_amnt
1058249,6000,6000, 36 months,10.99,196.41,B,California Public Interest Research Grou,10+ years,RENT,47000,Not Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > &nbsp;Loan to cover costs associated with moving including security deposit, moving van and last months rent.&nbsp;<br/><br/>I am a good person to invest in, have the income needed to pay the loan regularly, and the integrity to ensure I follow through on my commitment.<br/><br/>My job is very stable, I have worked there for ten years and plan to continue for many years to come there.<br/>",moving,Moving Loan,CA,Aug-2014,223.36
1058235,3000,3000, 36 months,7.49,93.31,A,King Soopers,5 years,RENT,38000,Not Verified,Aug-2011,Fully Paid,"  Borrower added on 08/09/11 > I'm having surgery in early September. My insurance covers a lot of it, but not everything. If I pay my share before I leave the hospital, there is a pretty massive discount - about $7000, and these funds will cover the remainder of what I'd need to pay.<br/>",medical,Surgery Funds!,CO,Jan-2014,116.35
1057361,5000,5000, 36 months,5.42,150.8,A,Loma Linda VA Healthcare System,10+ years,MORTGAGE,118000,Verified,Aug-2011,Fully Paid,,home_improvement,Home Improvement Loan,CA,Feb-2012,4375.73
1056402,7500,7500, 36 months,11.49,247.29,B,Knight transportation,3 years,RENT,30000,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > Always pay on time <br/>I work at knight transportation debt free company <br/>Daily pay<br/> Borrower added on 08/15/11 > This truck is a great investment engine and trans rebuilt  most semi trucks can go over a million miles<br/>,car,semi truck,KS,Aug-2014,261.77
1058182,17000,16750, 36 months,7.49,528.73,A,City of Vancouver,5 years,MORTGAGE,90000,Not Verified,Aug-2011,Fully Paid,"  Borrower added on 08/09/11 > Will be used to consolidate/lower credit debt incurred while purchasing furniture for new home.<br/>null Borrower added on 08/11/11 > Additionally, I am frequent Lendingclub investor since 2008 I believe.  I've invested in over 150 loans to date.<br/>",debt_consolidation,Loan Consolidation,WA,Aug-2014,543.09
1058041,5000,5000, 36 months,9.99,161.32,B,"Client Services, Inc",< 1 year,RENT,20520,Source Verified,Aug-2011,Fully Paid,,debt_consolidation,Debt Consolidation Loan,KS,Apr-2013,1026.38
1056395,29900,22346.9657265, 60 months,13.49,563.04,C,The Venue Network,4 years,MORTGAGE,93996,Verified,Aug-2011,Current,"  Borrower added on 08/16/11 > I plan to use these funds to consolidate all our revolving credit into a single monthly payment. <br/>I would be a good borrower as I am a professional with over a decade of work experience, and an excellent record of repaying my debts. <br/>This payment is well within my monthly budget, which I meticulously track via spreadsheet to achieve my goal of paying off all my debts. It will actually lower my monthly payments substantially.<br/>My job is perhaps a bit more stable than most in this economy. I work in an Industry that still has a great deal of demand and have not had a break in work in over 12 years (since College). <br/>One other note, I have already been approved through a major bank for a nearly identical loan, but it has a less favorable interest rate and term length. <br/>My goal is to just get these debts paid off and be finished with them, no more revolving credit accounts.<br/>",debt_consolidation,all debt consolidation loan,NC,Dec-2015,563.04
1058128,8000,8000, 60 months,15.99,194.51,D,Wallace Appraisal Service,9 years,RENT,54000,Source Verified,Aug-2011,Charged Off,,debt_consolidation,Debt Consolidation Loan,MD,Mar-2012,194.51
1051166,12000,11975, 60 months,13.49,276.06,C,San Joaquin County,10+ years,OWN,139000,Source Verified,Aug-2011,Current,"  Borrower added on 08/13/11 > Funds will be used to pay for medical expenses for family member,<br/>",medical,Surgery Loan,CA,Dec-2015,276.06
1058067,3675,3675, 36 months,8.49,116,A,,2 years,RENT,19200,Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > My current job contract has offered me a 5 yr contract with a better wage. One of the requirements of the postion is having additional tools and some speciality materials. The loan would be used to purchase these additional tools &amp, materials required for the new contract. My rent is very low because housing is provided at the job site which includes basic utilities such as water and electric. Thank you everyone in advance for your support.<br/>,small_business,811xx,0,Jun-2014
1025525,31000,28006.7863468, 60 months,11.99,689.43,B,Dept of Homeland Security,2 years,MORTGAGE,119238,Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > ~Consolidate (2) high interest credit card balances.<br/>~Never been late on any bills. Current on Mortgage.<br/>~Stable job, 26 Year Federal Government Employee.<br/>~Over 750+ Credit Score<br/>,debt_consolidation,207xx,0,Dec-2013
1057992,21000,20975, 60 months,18.39,537.73,E,Black & Veatch Engineers,10+ years,MORTGAGE,84000,Verified,Aug-2011,Fully Paid,,debt_consolidation,Debt Consolidation Loan,MO,Sep-2014,10895.72
1057974,13000,13000, 60 months,20.25,346.24,F,Dr. Brian K. Greenberg,10+ years,MORTGAGE,48000,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > I will use the funds to pay off outstanding debts - I make all my monthly payments on time - I budget $ 500.00 monthly for my debts. I have been at my job for 14 yrs.<br/>,debt_consolidation,Debt Consolidation Loan,CA,Nov-2011,12962.39
1058024,3000,3000, 36 months,14.79,103.69,C,Inver Grove Honda,< 1 year,RENT,48000,Source Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > The reason I am willing to accept the terms of this loan is because I need to furnish and pay for two seperate residences.  I plan to pay off this loan early as I would like to limit the amount of interest on this loan.  I have always paid my bills and will budget this payment accordingly.  I have a very stable job and thankfully do not have to worry about current economic conditions effecting it.<br/> Borrower added on 08/11/11 > I would like to change the misspelling in the above description.  In addition to what makes me a good candidate for this loan, I also would like to point our that I have minimal outgoing expenses to worry about. Making it easier for me to pay this loan back faster than the terms I agreed to.<br/> Borrower added on 08/12/11 > I have never done this before and would like to thank the investors who have helped me almost complete this process.  Again, I thank you for your support and am seriously considering switching the the investor side after I complete the terms of my loan.<br/>",other,Other Loan,MN,May-2014,266.71
1057978,3200,3200, 36 months,10.99,104.75,B,HDR,< 1 year,RENT,56000,Source Verified,Aug-2011,Fully Paid,,small_business,Small Business Loan,IL,Feb-2014,452.15
1057947,4500,4500, 60 months,9.99,95.59,B,midwest family,10+ years,MORTGAGE,72000,Not Verified,Aug-2011,Current,,car,fiat spider,WI,Dec-2015,95.59
1057956,4000,3750, 36 months,10.59,130.18,B,IBM,10+ years,RENT,55200,Not Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > HI I HOPE YOU CA <br/>N HELP<br/>,vacation,VACATION,CA,Feb-2014,895.15
1048503,8475,8450, 36 months,6.99,261.65,A,Kohls,10+ years,MORTGAGE,57400,Verified,Aug-2011,Fully Paid,,home_improvement,Home Repairs,NJ,Apr-2014,1304.91
1057903,4000,4000, 36 months,7.49,124.41,A,,10+ years,MORTGAGE,24000,Not Verified,Aug-2011,Fully Paid,,other,Dump Bed,WV,Aug-2014,137.15
1057880,8400,8400, 36 months,15.99,295.28,D,naval undersea warfare center,10+ years,MORTGAGE,120000,Source Verified,Aug-2011,Charged Off,  Borrower added on 08/09/11 > This loan will be used to consolidate my student loan and three credit cards. My student loan is about 3.5k and the combined credit card debt is about 4k.  The hope is that by paying down the credit cards and the student loan my credit score will increase and the possibility of missing a payment (delinquency) will be reduced. The net effect is that this loan will reduce the risk of any future credit unworthiness.<br/> Borrower added on 08/12/11 > One other note. The combined interest rate is actually higher than the interest on this loan.<br/>,debt_consolidation,debt consolidation,RI,Jan-2013,295.28
1056991,13500,13250, 36 months,8.49,426.1,A,Saint-Gobain,7 years,MORTGAGE,76000,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/11/11 > I will use funds to snowball debt at a lower interest rate. I estimate paying off the loan by August 2012.<br/>,credit_card,Credit Consolidation,CA,Mar-2014,2532.23
1057806,7000,7000, 36 months,12.99,235.83,C,,6 years,MORTGAGE,60000,Not Verified,Aug-2011,Fully Paid,"  Borrower added on 08/09/11 > This loan was going to be given to Prosper lenders, but they have changed their terms completely since our last loan with them. I couldn't believe that with a decent credit score (in this economy) and two previous loans that were paid w/ perfect history, they are offering such poor rates. I am hopeful that Lending Club will be more affordable. So far it looks a lot better! Thanks for looking.<br/> Borrower added on 08/12/11 > The planned use for this loan is to replace the metal roof on our home/business. We have used prosper in the past to finance improvements on our building that includes three apartments and our restaurant of 6 years. Our mortgage is very affordable at only 1300 per month (w/ taxes in escrow), we live in one of the apartments and have the other two pay the bills. Our restaurant is a very successful farm to table concept,and I am the premier chef in our region. In fact,  the leading regional lifestyle magazine is currently writing a feature  article on me, for the next issue. What they are intrigued by, is how I use innovative and non traditional business practices (like lending club!) to achieve extraordinary results. In this sour economy we are thriving, keeping our overhead very low, and offering products that appeal to our customers price point as well as social conscience. Eventually we plan to turn our adjacent lot into an urban farm, that will provide us w/ less costly local food, and let us continue to appeal to gastro/agri tourists. But for now, a new roof w/ a 3 year monthly payment of 235.00 is a necessity that we can afford. Thank you for investing.<br/>null",small_business,new roof,NY,Aug-2014,244.17
1057834,3600,3600, 36 months,9.99,116.15,B,Mayo Clinic,8 years,RENT,60000,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > I want to pay off a credit card that with a high APR. Thanks!<br/>,other,Credit card pay-off,MN,Aug-2014,125.5
1057849,20000,20000, 36 months,16.49,707.99,D,LVW Electronics,2 years,RENT,60000,Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > Refinance 3 credit cards - from 29% to 19% APR down to 16.5%<br/>,credit_card,Credit Card ReFi,CO,Nov-2011,19394.07
836867,18200,7707.63047089, 36 months,10.99,595.76,B,"Siemens Energy, Inc",4 years,RENT,55000,Source Verified,Aug-2011,Fully Paid,,debt_consolidation,Debt Consolidation Loan,FL,Aug-2012,2700.37
1055999,33600,32007.652536, 60 months,11.99,747.25,B,Ford Motor Company,10+ years,MORTGAGE,135000,Verified,Aug-2011,Fully Paid,,debt_consolidation,Debt Consolidation,MI,Jun-2013,24295.47
1057715,7500,7500, 60 months,14.79,177.6,C,wal mart,7 years,RENT,25000,Verified,Aug-2011,Charged Off,  Borrower added on 08/10/11 > I have been employed 7 years with the same company. <br/>I have never been late on any of my obligations.<br/>my goal is to consolidate and put my self in a more manageable situation.<br/>,credit_card,consolidation,NV,Nov-2014,177.6
1055461,2000,2000, 36 months,15.99,70.31,D,Blades Salon,4 years,RENT,9600,Not Verified,Aug-2011,Fully Paid,,debt_consolidation,Debt Consolidation,VA,Jan-2014,445.61
1057690,15000,15000, 60 months,13.99,348.95,C,Wahl Refractory Solutions,4 years,MORTGAGE,60000,Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > I have 5 credit cards and two hospital bills that I would like to consolidate into one loan. If there are any specific question please don't hesitate to ask.<br/>Thanks in advance!<br/>,debt_consolidation,Bill Consolidation,OH,Nov-2015,3336.73
1057655,10000,10000, 36 months,10.59,325.45,B,American Library Association,3 years,RENT,55000,Not Verified,Aug-2011,Fully Paid,  Borrower added on 08/17/11 > Debt Consolidation<br/>,debt_consolidation,Debt Consolidation Loan,IL,Jun-2014,990.95
853627,12050,12050, 60 months,16.89,298.77,D,EMATS,4 years,MORTGAGE,37500,Verified,Aug-2011,Current,  Borrower added on 08/15/11 > I am looking to pay off high interest credit cards and reduce my payment.  I am paying out more than the payment for this loan.  I have been at my job for 5 years and am comfort with my job and the company.<br/>null,debt_consolidation,debt relief,VA,Dec-2015,298.77
1055202,35000,24800, 60 months,20.99,671.47,F,Yodlee,4 years,RENT,158000,Verified,Aug-2011,Charged Off,"  Borrower added on 08/20/11 > Thank you for reviewing my loan request.  I will use this loan to pay off my highest interest rate loan balances and save nearly $200/month in current payments which will go towards repayment of other existing loans. I am a trustworthy borrower because I have always paid at least the monthly payment due on-time, every time and it is extremely important to me to honor all of my loans and make the agreed payments.  I have a very stable position at an excellent company with a consistent pay check.<br/>",debt_consolidation,personal debt consolidation loan,CA,Oct-2013,671.47
